,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Shakerando,Rhove,2679819,https://open.spotify.com/track/4EC028SvtlC25iHQSG2OIa
2,"Easy (feat. Fivio Foreign)","Sfera Ebbasta",2210915,https://open.spotify.com/track/0DpTRR4HyiDJH4Waoj9hXU
3,"Mamma Mia","Sfera Ebbasta",2117373,https://open.spotify.com/track/7d7xucQmFY7PoESyJm2V9J
4,"BABY GODDAMN",Tananai,1843836,https://open.spotify.com/track/3yWHQ4n4ARLDfYTuT2NhnN
5,"USCITO DI GALERA",Lazza,1791408,https://open.spotify.com/track/01DXwNf1GzEJkYTbXgL0eb
6,"Italiano Anthem","Sfera Ebbasta",1696241,https://open.spotify.com/track/0oMq1JmynUHMCOfH40k7B8
7,"As It Was","Harry Styles",1695967,https://open.spotify.com/track/4LRPiXqCikLlN15c3yImP7
8,Brividi,Mahmood,1680621,https://open.spotify.com/track/1ZMGp9MTXbtAPvcKa0U3zS
9,"Thick (feat. MamboLosco) - Remix",Slings,1605029,https://open.spotify.com/track/08ITDCl9UvAAGzzIOwo4h4
10,"PIOVE (feat. Sfera Ebbasta)",Lazza,1538761,https://open.spotify.com/track/6BUueuMQR4k7CuoMEsnGou
11,"LA CODA DEL DIAVOLO (con ELODIE)",Rkomi,1434364,https://open.spotify.com/track/6oYcyS6salzWI1ysjEScFh
12,"X6 (feat. BIA)","Sfera Ebbasta",1433779,https://open.spotify.com/track/723BtHZOTCxN2xOselHQpG
13,"5 Gocce (feat. Rkomi)",Irama,1421593,https://open.spotify.com/track/3z0GeNGWyVduziP1cQ0mFN
14,"I love you baby",Jovanotti,1376070,https://open.spotify.com/track/1v9ABGLSpdhPDEWyQ10NFD
15,Cancelo,Rhove,1351261,https://open.spotify.com/track/4lstxdn27jZqnTuyaLeJfq
16,"Finché Non Mi Seppelliscono",BLANCO,1338188,https://open.spotify.com/track/16EJNayKtC09M0Fi7Py47s
17,"Sola (feat. Myke Towers)","Sfera Ebbasta",1265727,https://open.spotify.com/track/5LK1zfpswTVPO588AAw6bq
18,"Bagno a mezzanotte",Elodie,1253681,https://open.spotify.com/track/5KkcthkQDnlhQN0WhO8DsM
19,farfalle,sangiovanni,1197699,https://open.spotify.com/track/32KxxVUfXnbdujTh5DGmgu
20,"Pensando a lei",Shiva,1189678,https://open.spotify.com/track/4Yi4RRhp3nfKR1FDbXlHBp
21,Propaganda,"Fabri Fibra",1156379,https://open.spotify.com/track/6t0ovtgnoAq9orbnisSzZp
22,MOLOTOV,Lazza,1095007,https://open.spotify.com/track/6SQmh0L5icrThwGDTeLkg1
23,"Soldi Puliti",Shiva,1011863,https://open.spotify.com/track/02OFJLIZuX5l0IKApndnkh
24,"Dove Si Balla","Dargen D'Amico",994129,https://open.spotify.com/track/5a6ABzVhqgVKI1znaI9tar
25,"MI FAI IMPAZZIRE",BLANCO,987873,https://open.spotify.com/track/1x3Qb8np6S1UvpSLthwEJN
26,"∞ LOVE (feat. Guè)",Marracash,972364,https://open.spotify.com/track/0HhSB4nAJpI5expWnZL199
27,"PANICO (feat. Takagi & Ketra)",Lazza,960826,https://open.spotify.com/track/0SsUOrXUM2gZxVLYizZfQZ
28,CASA,"Neima Ezza",957206,https://open.spotify.com/track/4YhH8TVZAe2AUaz2oigGeQ
29,"Bam Bam (feat. Ed Sheeran)","Camila Cabello",945639,https://open.spotify.com/track/2DB4DdfCFMw1iaR6JaR03a
30,"Heat Waves","Glass Animals",940367,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
31,"Occhi rossi",Coez,936488,https://open.spotify.com/track/0KS1D0MaqgqYku6LDj3ekl
32,Blauer,Paky,915725,https://open.spotify.com/track/47E18bCgrFTWXPFYkGnLMi
33,"Notti In Bianco",BLANCO,914165,https://open.spotify.com/track/1PWOkqMORYdGa0OEh2GaXM
34,INSUPERABILE,Rkomi,913128,https://open.spotify.com/track/0GsZZWhBMIQXAmPYPJ3PRQ
35,"3 DI CUORI (feat. Lazza)",ANNA,896961,https://open.spotify.com/track/5w1eX8eQf8Z9jvqTCAtHkY
36,"Where Are You Now","Lost Frequencies",891479,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
37,Password,Luchè,874406,https://open.spotify.com/track/1WXNkrOGGFpG7tjMVHLzxr
38,"Mi Fiderò (feat. Madame)","Marco Mengoni",873371,https://open.spotify.com/track/2V8AxW9KS5i60ccy7tXCP6
39,"Another Love","Tom Odell",862536,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
40,"SOLITE PARE (feat. tha Supreme & Sfera Ebbasta)","Sick Luke",847829,https://open.spotify.com/track/3NbehQmQsyuN17EP7dW5mJ
41,"SESSO OCCASIONALE",Tananai,833085,https://open.spotify.com/track/0Dz9zyx2w3zYtRK6yp3VKD
42,Paranoia,"Baby Gang",831459,https://open.spotify.com/track/4ZPmb48JaAysD1OdQEt5LL
43,Caos,"Fabri Fibra",809312,https://open.spotify.com/track/5ychvxJuts6RyjQz2aoXqY
44,"2step (feat. Ultimo)","Ed Sheeran",799202,https://open.spotify.com/track/7mxEWcW3A0jULs64ckyq9k
45,"Clap Your Hands",Kungs,792176,https://open.spotify.com/track/6jcfITWcR5egvbD4fsGayr
46,Bisous,Medy,779139,https://open.spotify.com/track/74lz9d1soQih0k9QtN0acn
47,"NUOVO RANGE (con SFERA EBBASTA)",Rkomi,767032,https://open.spotify.com/track/5YSR0sWUZk7NuIbkycxndu
48,"Una Noche en Medellín","Cris Mj",756139,https://open.spotify.com/track/1O2pcBJGej0pmH2Y9XZMs6
49,STURDY,Rondodasosa,744363,https://open.spotify.com/track/5KYHtcY0dtXkSxZwtVMjgp
50,PARTENOPE,LIBERATO,737490,https://open.spotify.com/track/60NC3OqjiISKBYbscb8vW3
51,"Yo Voy (feat. Daddy Yankee)","Zion & Lennox",710892,https://open.spotify.com/track/5gflgO9EPbIBf16n5TKnQS
52,"NESSUNO (feat. Geolier)",Lazza,676087,https://open.spotify.com/track/0HdrGJfHWYG5A0cNhiMDG4
53,"LAPROVINCE #1",Rhove,671615,https://open.spotify.com/track/2Z9uQAn8v8m6ZPFh4bsqY4
54,Bandana,LDA,671016,https://open.spotify.com/track/1EKJHHHvcSvSqoKiZrdDnb
55,"cielo dammi la luna",sangiovanni,669756,https://open.spotify.com/track/2bIChMeF4rVtioVGcyYU8f
56,"Ovunque Sarai",Irama,668969,https://open.spotify.com/track/75mCCeBwjfoZtfAPE0SxwO
57,"Star (feat. Shiva)",Paky,655906,https://open.spotify.com/track/4LC3IJxi0FnvPALxJ8k6zw
58,"First Class","Jack Harlow",649265,https://open.spotify.com/track/0wHFktze2PHC5jDt3B17DC
59,"Pastello Bianco","Pinguini Tattici Nucleari",641180,https://open.spotify.com/track/0bKDQionn4VKcgNKbs4SWX
60,"CICATRICI (feat. Madame)",ARIETE,638726,https://open.spotify.com/track/7FSEYn1LL9UemeYeuXCHRm
61,"Una Lacrima (feat. Sfera Ebbasta)",Irama,634735,https://open.spotify.com/track/3FfgFuY6NO3f06pB7R6nSs
62,"MIDDLE OF THE NIGHT","Elley Duhé",616399,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
63,"Ciao Ciao","La rappresentante di lista",604109,https://open.spotify.com/track/52t3V5rNpAYL0JQnOYhNfb
64,"Vita sbagliata",Paky,601079,https://open.spotify.com/track/46k6vPzXj1JYKFqJNghNHA
65,"SOGNI D'ORO",Lazza,600413,https://open.spotify.com/track/2tKH7kT40eTSp8SCf6VKeH
66,Bones,"Imagine Dragons",583909,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
67,"SUI MURI",PSICOLOGI,582752,https://open.spotify.com/track/4D9gi2RDq5VB9JtTYQLk0S
68,"TRAVESURAS (feat. MV Killa, Yung Snapp, Lele Blade, Vale Lambo)",SLF,574118,https://open.spotify.com/track/2LxEDzVro56jdFydwjwQL6
69,"LUNA PIENA (con IRAMA)",Rkomi,567543,https://open.spotify.com/track/6z7tGTD6yvyloEm6K2H8EX
70,"NUN CE PENZÀ",LIBERATO,563669,https://open.spotify.com/track/3PpgbB4N9rMu4c2FKYyANb
71,Envolver,Anitta,561858,https://open.spotify.com/track/3FkeNbs9Zeiqkr3WkbOiGp
72,"LA CANZONE NOSTRA ⟁ ︎(con BLANCO & SALMO)",MACE,559221,https://open.spotify.com/track/1uXJYnCsXy2v50y0fDEEiV
73,"Angelina Jolie",Bresh,551268,https://open.spotify.com/track/6BQAc2HhuDupDytILiSkZe
74,Paraocchi,BLANCO,550848,https://open.spotify.com/track/40zkeKA3HRN8Nzo6kbNOCp
75,abcdefu,GAYLE,544033,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
76,"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons",520928,https://open.spotify.com/track/1HhNoOuqm1a5MXYEgAFl8o
77,"PARTIRE DA TE",Rkomi,518540,https://open.spotify.com/track/4HpqJZ9YSAaVsmfNGAyl9w
78,"Le Pietre Non Volano (feat. Marracash)",Luchè,516502,https://open.spotify.com/track/3iV5VVzcAcqyCGy5u4ZlbP
79,KUMITE,Salmo,510604,https://open.spotify.com/track/6yaNNYWPjkWHbh1jADEyJO
80,"Non Abbiamo Età",Luchè,509888,https://open.spotify.com/track/0NwuXciw6eQc4edjwSBnV3
81,"STAY (with Justin Bieber)","The Kid LAROI",507986,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
82,"Tienimi stanotte","Luigi Strangis",504572,https://open.spotify.com/track/3EEKujBvA1XwPGagaciCef
83,NUNNEOVER,LIBERATO,503634,https://open.spotify.com/track/2zS0OYlDeXF6iNLougbIFL
84,"The Motto",Tiësto,502623,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
85,"No wallet (feat. Marracash)",Paky,495950,https://open.spotify.com/track/4vU79ET0F49d3bepSr0Aee
86,"CRAZY LOVE",Marracash,493533,https://open.spotify.com/track/2p5OyhSm5fS90n0Q7R3r6D
87,"Fuera del mercado","Danny Ocean",493184,https://open.spotify.com/track/1UdzJEpgJxtuXAlCOvD4S0
88,Ritmo,"Raffa Fl",493054,https://open.spotify.com/track/15223sfwoQj4IAJL8GSnfO
89,"Cold Heart - PNAU Remix","Elton John",491751,https://open.spotify.com/track/6JIC3hbC28JZKZ8AlAqX8h
90,"Moscow Mule","Bad Bunny",491077,https://open.spotify.com/track/6Xom58OOXk2SoU711L2IXO
91,Pepas,Farruko,488712,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni
92,Samba,"Taxi B",485131,https://open.spotify.com/track/2xZOxK1Emq85FfnJGVR21a
93,ANNA,LIBERATO,478133,https://open.spotify.com/track/17zj2Oli03sgcCAYc75JiO
94,"Eurovision (feat. Rondodasosa, Baby Gang, A2 Anti, Morad, Beny Jr, Ashe 22 & Freeze corleone)","Central Cee",477669,https://open.spotify.com/track/4f5TKGvkD4TkTjr61GKNAG
95,ALIBI,Lazza,477367,https://open.spotify.com/track/1zfszqoisdKWCIfFToaMHi
96,Seignosse,Rhove,476960,https://open.spotify.com/track/1aHWdsWQooVkRhZL2oU8m2
97,OUV3RTURE,Lazza,474559,https://open.spotify.com/track/7r9hUF9vWuuTPqGK3YS6Oy
98,"BUGIA (feat. Tory Lanez)",Lazza,468379,https://open.spotify.com/track/7hbcRsR3AfOtNfjRrZAChl
99,Destri,Gazzelle,468154,https://open.spotify.com/track/53LX6p75hOcCtAelMDyB8B
100,"UMORE (feat. ARIETE)",PSICOLOGI,467786,https://open.spotify.com/track/1VqPLhJPa97nTWTq2iWJpB
101,"About Damn Time",Lizzo,465608,https://open.spotify.com/track/1PckUlxKqWQs3RlWXVBLw3
102,"La zone (feat. Shiva)",Rhove,464425,https://open.spotify.com/track/2Q1ICiLBk9lmLQz7GhMoWB
103,malibu,sangiovanni,462827,https://open.spotify.com/track/4p0o4pBoJPxYMXKhYbRzzw
104,BlaBlaBla,MamboLosco,457823,https://open.spotify.com/track/5hGjnVZzA563cMLHy22keP
105,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",455674,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
106,"TOPBOY (feat. Noyz Narcos)",Lazza,455666,https://open.spotify.com/track/0FvfjiQZ5vEO4XLGX5Uubk
107,"NEMESI (feat. BLANCO)",Marracash,454108,https://open.spotify.com/track/4QBXMgfDKmmVrYEqICIPxJ
108,"SAPORE – with Tedua",Fedez,453234,https://open.spotify.com/track/3QdtpN3K8s2aDsX6o10KZK
109,"Comandamento (feat. Geolier)",Paky,453037,https://open.spotify.com/track/3qWKjLK0EKxylouzVaiTwh
110,"Blu Celeste",BLANCO,450823,https://open.spotify.com/track/0BeXxjO6mgLDzg4xA6UheO
111,"Come nelle canzoni",Coez,449095,https://open.spotify.com/track/0JsfWhQ2STKCqsvKse3Rgj
112,STUPIDO,"Massimo Pericolo",448284,https://open.spotify.com/track/6HVRRlc2sBlkcKEkhlsp86
113,TARANTELLE,"Simba La Rue",445019,https://open.spotify.com/track/29DqUutD7L3OEy3Og8Yyss
114,"GUAGLIUNCELLA NAPULITANA",LIBERATO,442525,https://open.spotify.com/track/3tkSRT4nXmqPFqDyPzSjKK
115,"Mi manchi",Paky,440797,https://open.spotify.com/track/0L2Sq3mlGZsSvrOu15LZSi
116,scossa,sangiovanni,436074,https://open.spotify.com/track/7aoU4HfD4yc1LhpyldWFtm
117,Danshari,Sissi,433962,https://open.spotify.com/track/6tHepLJqClIt9hFrYu50ks
118,Infinity,"Jaymes Young",428179,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
119,Mujeriego,"Ryan Castro",426624,https://open.spotify.com/track/78kygHp1dvW1kncYjBgbe1
120,"Tutte le notti","Tommaso Paradiso",426154,https://open.spotify.com/track/08OSRZ3t7XxRx0fXvMACrF
121,"Ferma A Guardare (feat. Pinguini Tattici Nucleari)",Ernia,425141,https://open.spotify.com/track/1eDC4NiUYgQSKpKDIvXxi4
122,"No Stress","Marco Mengoni",424481,https://open.spotify.com/track/29ZtjI9Pxk0kuSYhCNrtnA
123,"Ma Jolie (feat. ANNA)",Medy,421221,https://open.spotify.com/track/7J4FSE9i1mo3ZHtaMy27dy
124,ROMANCE,"Fred De Palma",415697,https://open.spotify.com/track/2tkQXP7XlPbtNKj99NepLa
125,"Scrivile Scemo","Pinguini Tattici Nucleari",414289,https://open.spotify.com/track/71r3UlkV7sWvUYjas5paqi
126,CINEMA,Lazza,412185,https://open.spotify.com/track/1gyHmYu70kqUhLfEU5gPjA
127,"Piango Sulla Lambo (feat. Rose Villain)",Guè,411553,https://open.spotify.com/track/7u02ZUejB2uhTw1WuFXrlf
128,Veleno,Guè,406719,https://open.spotify.com/track/5b5LAmQZx3mKmhL7PQGegi
129,"TU MI HAI CAPITO (feat. Sfera Ebbasta)",Madame,406308,https://open.spotify.com/track/2tIyoiGw4F82z2C8zb7eZB
130,"BIRKIN (feat. Rondodasosa)","Trenches Baby",401833,https://open.spotify.com/track/7eA4sopBqbiwCfMvrU0504
131,Giravolte,Albe,400988,https://open.spotify.com/track/2hIYNzE47Axeg3qJ3KTluB
132,Experimento,"Myke Towers",400337,https://open.spotify.com/track/6c32C8T3KlXrbvWSoD5aON
133,Virale,"Matteo Romano",396872,https://open.spotify.com/track/2UaTiaxdp9uaRb6fMy8qpR
134,Brivido,Guè,390225,https://open.spotify.com/track/7fH13hSOyNoeiDGbjEnTUC
135,"House of Memories","Panic! At The Disco",389965,https://open.spotify.com/track/2DgdHcjWmO3qd50RzuBLgZ
136,"L’Eccezione - from the Amazon Original Series BANG BANG BABY",Madame,388659,https://open.spotify.com/track/2MyEwJpLReYHq7b8P2ABtk
137,Lento,"Boro Boro",388281,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
138,"CRUDELIA - I nervi",Marracash,385522,https://open.spotify.com/track/5dsz7MTrNdN9aMTrnp7sOG
139,"THATS WHAT I WANT","Lil Nas X",385022,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
140,Shivers,"Ed Sheeran",379113,https://open.spotify.com/track/50nfwKoDiSYg8zOCREWAm5
141,SPIFFERI,ARIETE,377982,https://open.spotify.com/track/17LhPR6K1lzAVFB3umqNlr
142,"Bad Habits","Ed Sheeran",376036,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
143,Ridere,"Pinguini Tattici Nucleari",374380,https://open.spotify.com/track/5LZVK19ieaV8Mk9FsqTL3F
144,"Senza chiedere permesso","Alex W",366456,https://open.spotify.com/track/0HXfGXXKQisMByvBNZuY58
145,"PUTO (feat. French Montana)",Lazza,364235,https://open.spotify.com/track/5R1RXd5Og15AT9RfUX8nJ1
146,"La Nuova Stella Di Broadway","Cesare Cremonini",361823,https://open.spotify.com/track/3qtuOAI0YyfoBM1s7Tvm46
147,"Sensazioni Momentanee (feat. Lil Kvneki)",VillaBanks,361360,https://open.spotify.com/track/7B7MnH2GI5A9NfXdVQSmKh
148,"Do It To It",ACRAZE,360843,https://open.spotify.com/track/20on25jryn53hWghthWWW3
149,"Bitch Affianco (feat. Il Ghost)","Baby Gang",352852,https://open.spotify.com/track/7GMdUBnPCy8ttOJwxUW6HM
150,"LAUREA AD HONOREM (feat. Calcutta)",Marracash,350135,https://open.spotify.com/track/0WgVvy1KelQxG6KBUukTWI
151,"SENZA RUMORE",Lazza,349107,https://open.spotify.com/track/2Z7sJKCxTH94KCRxJTd4O7
152,FORTUNA,Ghali,348069,https://open.spotify.com/track/3XdNbJaYDLNT1ImBUMcnnm
153,CICERENELLA,LIBERATO,346294,https://open.spotify.com/track/5YPPaiETBWl0uh22INkt56
154,"Pistole Nella Fendi","Niko Pandetta",345996,https://open.spotify.com/track/4di7SwWhQnrj0d5yPPS27k
155,"L'ultima notte",ARIETE,345809,https://open.spotify.com/track/63mdY4U0KvnbMkUEc7FHN8
156,"Rompo (feat. Boro Boro)",VillaBanks,345465,https://open.spotify.com/track/4oPh7HAoMR1bLBbxwqKmgn
157,"Ricordarmi di scordarti",Mida,342135,https://open.spotify.com/track/7HfIA6XWVZWsLC7SSBdavy
158,Ferrari,"James Hype",341362,https://open.spotify.com/track/4zN21mbAuaD0WqtmaTZZeP
159,"In The Dark","Purple Disco Machine",339545,https://open.spotify.com/track/75UUG6x5zQe0gCVOiQpa6X
160,"Perfetta Così","Aka 7even",334858,https://open.spotify.com/track/3pC3gQ9YLBBVDgjzPdbF08
161,"ONLYFANS (feat. MamboLosco)",Slings,332019,https://open.spotify.com/track/0mS4q94L0jIbGd2wd1IPHF
162,Andrea,Bresh,331174,https://open.spotify.com/track/5Ti7LXn9K5s5WT0y7LgFnG
163,"10 RAGAZZE (con ERNIA)",Rkomi,330883,https://open.spotify.com/track/45OsJpk7HMJKOnMVf2eQsV
164,"NULLA DI",Lazza,329619,https://open.spotify.com/track/55ll7hw5DwWLQou5FwGKoX
165,Superclassico,Ernia,327220,https://open.spotify.com/track/6Ahg1hncxUdK0ICqU03BCu
166,"uNa DiReZioNe giUsTa","yungest Moonstar",327197,https://open.spotify.com/track/1ktyKCzfI8hooCJP3X2yP5
167,"'NA STORIA 'E 'NA SERA",LIBERATO,325936,https://open.spotify.com/track/6zke6tODdrVBDrP5aMXJSc
168,"DREAM TEAM (feat. Pyrex, Capo Plaza, Tedua & Shiva)","Sick Luke",325435,https://open.spotify.com/track/1QlqHpITeEHB4EWFGqks9J
169,"COSA NOSTRA (feat. Paky)",Mikush,324875,https://open.spotify.com/track/02PjSmx4OB3qsc8Qt3cV1J
170,MASK,"Simba La Rue",323836,https://open.spotify.com/track/6P8OzV6alsFX9tBKNQ6c9s
171,OPINEL,"Simba La Rue",322680,https://open.spotify.com/track/05HGu6fi32RmJRO5PBJ4Va
172,"3 PALI",Lazza,317820,https://open.spotify.com/track/58Zg9AJY4OVnoFrSjzU7SP
173,Pelele,Morad,312710,https://open.spotify.com/track/5h5TUj8pU2WhdSeJx9BnX2
174,Caribe,VillaBanks,310966,https://open.spotify.com/track/5by3TCFHK3YRQzxpR9PcZ0
175,"Alcool & Acqua",Bresh,310013,https://open.spotify.com/track/0Zzsd4ZawVM3VOoF7iRs9g
176,"ZITTI E BUONI",Måneskin,309426,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw
177,"MILLE – feat. Orietta Berti",Fedez,309307,https://open.spotify.com/track/73bPjp8U4lXPx5NY9IA6BJ
178,Rozzi,Paky,307896,https://open.spotify.com/track/3Y00k9cPoW8BnJesUEFoWn
179,"Hold My Hand","Lady Gaga",306091,https://open.spotify.com/track/0oWraSo5ASJ0h1BEagTyEw
180,Lucciole,BLANCO,305584,https://open.spotify.com/track/7HmgMA9PqikUtSG4eusHy2
181,"FIORI MORTI",PSICOLOGI,304064,https://open.spotify.com/track/6xfIh7LH53OPIGVWmfVnEe
182,"Non Fare Così","Capo Plaza",303824,https://open.spotify.com/track/769M2rTiAoL7x2lKDHLjRa
183,"Ladro Di Fiori",BLANCO,297629,https://open.spotify.com/track/18E4wq8is4m6wL8HxrEaQ9
184,"MALA (feat. Lazza, Tony Effe, JVLI)","Fred De Palma",296940,https://open.spotify.com/track/72zv9beS7sYZ6gbm1txJ0E
185,"ME STAJE APPENNENN' AMÒ",LIBERATO,296604,https://open.spotify.com/track/6ZeuLKwFxg10M4DhJPBjNm
186,MAMIII,"Becky G",293774,https://open.spotify.com/track/1ri9ZUkBJVFUdgwzCnfcYs
187,Woman,"Doja Cat",293090,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
188,"McDrive (feat. Mose)",Arco,292620,https://open.spotify.com/track/4uUCh8EsDxL6u83aZaZvEi
189,"Si, ah","Frah Quintale",292516,https://open.spotify.com/track/4nS6mZBLYgtksYyXsuXgBw
190,"Odi et Amo","Blake el Diablo",291954,https://open.spotify.com/track/5aJ64abNg8qNd4N636tZWD
191,"Blueface (feat. Izi, Tedua)",Disme,288832,https://open.spotify.com/track/2Ctj9DfXfh9kW3erTp907i
192,"Save Your Tears","The Weeknd",283183,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
193,"SIAMO DI UN ALTRO PIANETA",Random,282895,https://open.spotify.com/track/2N4HQV7JawhkLDxsxUcN3W
194,Thunder,"Gabry Ponte",279522,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB
195,JEFE,Lazza,278333,https://open.spotify.com/track/1BxkDfTQIhGJD6Xupq2XW5
196,"My Universe",Coldplay,278153,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
197,"Sweater Weather","The Neighbourhood",276947,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
198,Millevoci,Albe,275847,https://open.spotify.com/track/2Jn6Aiv9uOkNcPa1kHNCpc
199,"CADILLAC (feat. MV Killa, Geolier, Tony Effe)",SLF,272984,https://open.spotify.com/track/1xp1EsyBT4OAWWd8Gkhl60
200,CORALINE,Måneskin,270406,https://open.spotify.com/track/7HMz8o0m7ASQ3ImFPfhWTY
